UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
yuvlux     29545   29543   29545  0    1 Feb13 ?        00:00:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 53 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     29546   29545   29546  0    3 Feb13 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     29546   29545   29547  0    3 Feb13 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     29546   29545   29548  0    3 Feb13 ?        00:00:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     30829   12020   30829  0    7 Feb13 ?        00:00:02 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   30832  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   30833  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   30834  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   30835  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   30836  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     30829   12020   31557  0    7 Feb13 ?        00:00:00 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     37569    4170   37569  0   34 Feb13 ?        00:00:09 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37570  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37571  0   34 Feb13 ?        00:00:01 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37572  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37574  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37578  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37582  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37611  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37612  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37613  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37614  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37615  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37692  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37693  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37694  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37695  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37696  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37697  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37698  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37699  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37700  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37701  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37702  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37703  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37704  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37705  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37706  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37707  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37708  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37709  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37710  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37711  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37712  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37569    4170   37713  0   34 Feb13 ?        00:00:00 /usr/bin/nautilus --gapplication-service
yuvlux     37617    4306   37617  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
yuvlux     37617    4306   37619  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
yuvlux     37617    4306   37620  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
yuvlux     37617    4306   37621  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
yuvlux     37642    4306   37642  0    5 Feb13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37642    4306   37643  0    5 Feb13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37642    4306   37644  0    5 Feb13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37642    4306   37645  0    5 Feb13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37642    4306   37647  0    5 Feb13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37648    4306   37648  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
yuvlux     37648    4306   37649  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
yuvlux     37648    4306   37650  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
yuvlux     37648    4306   37651  0    4 Feb13 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
yuvlux     37659    4170   37659  0    1 Feb13 ?        00:00:00 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
yuvlux     42859    4170   42859  0    9 Feb13 ?        00:00:03 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42861  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42862  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42864  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42865  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42867  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42871  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   42872  0    9 Feb13 ?        00:00:00 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42859    4170   43284  0    9 Feb13 ?        00:00:03 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42866    4170   42866  0    4 Feb13 ?        00:00:00 /usr/libexec/evinced
yuvlux     42866    4170   42868  0    4 Feb13 ?        00:00:00 /usr/libexec/evinced
yuvlux     42866    4170   42869  0    4 Feb13 ?        00:00:00 /usr/libexec/evinced
yuvlux     42866    4170   42870  0    4 Feb13 ?        00:00:00 /usr/libexec/evinced
yuvlux     46869   12073   46869  0   19 Feb13 ?        00:00:07 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46870  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46871  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46872  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46873  0   19 Feb13 ?        00:00:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46874  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46878  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46879  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   46880  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47375  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47376  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47377  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47378  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47379  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   47625  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   48334  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   49209  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073   49500  0   19 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     46869   12073  126705  0   19 Feb14 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49423  0   31 Feb13 ?        00:03:07 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49424  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49425  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49426  0   31 Feb13 ?        00:00:20 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49427  0   31 Feb13 ?        00:00:06 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49428  0   31 Feb13 ?        00:00:10 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49432  0   31 Feb13 ?        00:00:26 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49433  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49434  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49470  0   31 Feb13 ?        00:00:09 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49471  0   31 Feb13 ?        00:00:09 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49472  0   31 Feb13 ?        00:00:09 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49473  0   31 Feb13 ?        00:00:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49474  0   31 Feb13 ?        00:00:07 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49475  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49476  0   31 Feb13 ?        00:00:08 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49477  0   31 Feb13 ?        00:00:06 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49478  0   31 Feb13 ?        00:00:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49479  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49480  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49481  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49482  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49483  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49488  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49489  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49490  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49502  0   31 Feb13 ?        00:00:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49503  0   31 Feb13 ?        00:01:26 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49504  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49507  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423   12073   49915  0   31 Feb13 ?        00:00:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     62897    4170   62897  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63090  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63091  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63093  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63094  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63101  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63468  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62897    4170   63487  0    8 Feb14 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62999    4170   62999  0   38 Feb14 ?        00:00:44 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63072  0   38 Feb14 ?        00:00:01 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63075  0   38 Feb14 ?        00:00:00 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63076  0   38 Feb14 ?        00:00:02 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63079  0   38 Feb14 ?        00:00:00 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63106  0   38 Feb14 ?        00:00:00 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63469  0   38 Feb14 ?        00:00:19 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63470  0   38 Feb14 ?        00:00:49 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63471  0   38 Feb14 ?        00:01:04 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   63477  0   38 Feb14 ?        00:00:08 /usr/bin/gnome-software --gapplication-service
yuvlux     62999    4170   64527  0   38 Feb14 ?        00:00:01 /usr/bin/gnome-software --gapplication-service
