UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
yuvlux     10904    4577  265681  0  125 11:50 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  285675  0  125 13:03 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  298382  0  125 13:44 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  298773  0  125 13:44 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  307950  0  125 19:38 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  307953  0  125 19:38 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308296  0  125 19:38 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308308  0  125 19:38 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308422  0  125 19:39 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308701  0  125 19:39 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308702  0  125 19:39 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  308704  0  125 19:39 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  309463  0  125 19:39 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  317346  0  125 19:46 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  325284  0  125 19:50 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  329920  0  125 19:52 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10904    4577  330549  0  125 19:53 ?        00:00:00 /usr/lib64/firefox/firefox
yuvlux     10925    4170   10925  0    2 Feb13 ?        00:00:00 /usr/lib64/firefox/crashhelper 10904 9 /tmp/ 11
yuvlux     10925    4170   10926  0    2 Feb13 ?        00:00:00 /usr/lib64/firefox/crashhelper 10904 9 /tmp/ 11
yuvlux     11010   10904   11010  0    1 Feb13 ?        00:00:01 /usr/lib64/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {bdfd6749-f2c6-48d8-a597-bd8df3a903b7} -parentPid 10904 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1 forkserver
yuvlux     11012   11010   11012  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11012   11010   11015  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11012   11010   11017  0    6 Feb13 ?        00:00:02 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11012   11010   11019  0    6 Feb13 ?        00:00:51 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11012   11010   11354  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11012   11010   13225  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11362   11010   11362  0   27 Feb13 ?        00:00:03 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11367  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11369  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11393  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11394  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11395  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11396  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11397  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11398  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11399  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11400  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11402  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11408  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11409  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11410  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11411  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11412  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11413  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11414  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11415  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11416  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11417  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11418  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11419  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11420  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11421  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11362   11010   11789  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11373   11010   11373  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11373   11010   11376  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11373   11010   11378  0    6 Feb13 ?        00:00:05 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11373   11010   11406  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11373   11010   13223  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11373   11010   15393  0    6 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11422   11010   11422  0   27 Feb13 ?        00:00:46 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11426  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11428  0   27 Feb13 ?        00:00:05 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11432  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11433  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11434  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11435  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11436  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11437  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11422   11010   11438  0   27 Feb13 ?        00:00:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
