USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  43792 14168 ?        Ss   Feb13   0:08 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
root        1772  0.0  0.0 241760  3124 ?        Sl   Feb13   0:01 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1142/var/log
root        1787  0.0  0.0   2900   836 ?        S    Feb13   0:00 /bin/sh /snap/cups/1142/scripts/run-cups-browsed
root        1879  0.0  0.1 2329408 21572 ?       Ssl  Feb13   0:11 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1882  0.0  0.0 881848  8284 ?        Ssl  Feb13   0:53 /usr/sbin/rsyslogd -n
root        1891  0.0  0.0   5120  3076 ?        Ss   Feb13   0:00 /usr/sbin/atd -f
root        1892  0.0  0.0 232564  3288 ?        Ss   Feb13   0:00 /usr/sbin/crond -n
root        1893  0.0  0.0 609244  9608 ?        Ssl  Feb13   0:02 /usr/bin/gdm
postgres    1895  0.0  0.0 441224 10112 ?        Ss   Feb13   0:01 /usr/pgsql-15/bin/postmaster -D /var/lib/pgsql/15/data/
postgres    1934  0.0  0.0 295176  2476 ?        Ss   Feb13   0:00 postgres: logger 
postgres    1936  0.0  0.0 441372  3264 ?        Ss   Feb13   0:00 postgres: checkpointer 
postgres    1937  0.0  0.0 441356  2572 ?        Ss   Feb13   0:00 postgres: background writer 
postgres    1943  0.0  0.0 441356  2496 ?        Ss   Feb13   0:00 postgres: walwriter 
postgres    1944  0.0  0.0 442844  3464 ?        Ss   Feb13   0:00 postgres: autovacuum launcher 
postgres    1945  0.0  0.0 442824  3352 ?        Ss   Feb13   0:00 postgres: logical replication launcher 
root        1962  0.0  0.0 306176  7312 ?        Ssl  Feb13   0:00 /usr/libexec/uresourced
root        2365  0.0  0.0      0     0 ?        S<   Feb13   0:00 [krfcommd]
root        2580  0.0  0.0 1272776 9096 ?        Ssl  Feb13   0:01 /usr/bin/pcscd --foreground --auto-exit
geoclue     2637  0.0  0.1 2306656 22672 ?       Ssl  Feb13   0:09 /usr/libexec/geoclue
root        3768  0.0  0.0      0     0 ?        S    Feb13   0:00 [UVM global queue]
root        3769  0.0  0.0      0     0 ?        S    Feb13   0:00 [UVM deferred release queue]
root        3770  0.0  0.0      0     0 ?        S    Feb13   0:00 [UVM Tools Event Queue]
root        3966  0.0  0.0 618716 11636 ?        Sl   Feb13   0:00 gdm-session-worker [pam/gdm-password]
yuvlux      4170  0.0  0.0  25456 11984 ?        Ss   Feb13   0:30 /usr/lib/systemd/systemd --user
yuvlux      4173  0.0  0.0  16776  1648 ?        S    Feb13   0:00 (sd-pam)
yuvlux      4182  0.0  0.0 382152  9220 ?        Ssl  Feb13   0:07 /usr/libexec/uresourced --user
yuvlux      4184  0.0  0.0 1644652 3044 ?        Ssl  Feb13   0:00 /usr/bin/warp-desktop-svc
yuvlux      4189  0.0  0.0 407336  7764 ?        Sl   Feb13   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
yuvlux      4196  0.0  0.0   9184  4096 ?        Ss   Feb13   0:00 /usr/bin/dbus-broker-launch --scope user
yuvlux      4218  0.0  0.0   9100  5968 ?        S    Feb13   0:18 dbus-broker --log 10 --controller 9 --machine-id 13facde82a574414b20cddf3a34e86e2 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
yuvlux      4306  0.0  0.0 540116  7532 ?        Ssl  Feb13   0:00 /usr/libexec/gvfsd
yuvlux      4354  0.0  0.0 613632  6364 ?        Sl   Feb13   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
yuvlux      4362  0.1  0.0 398420 12136 ?        S<sl Feb13   3:36 /usr/bin/pipewire
yuvlux      4366  0.0  0.1 1009860 19452 ?       S<sl Feb13   0:26 /usr/bin/wireplumber
yuvlux      4433  0.0  0.0 391676  5920 tty2     Ssl+ Feb13   0:00 /usr/libexec/gdm-wayland-session /usr/bin/gnome-session
yuvlux      4446  0.0  0.0 163832  5540 tty2     Sl+  Feb13   0:00 /usr/libexec/gnome-session-init-worker gnome
yuvlux      4562  0.0  0.0 311804  5860 ?        Ssl  Feb13   0:00 /usr/libexec/gnome-session-ctl --monitor
yuvlux      4569  0.0  0.0 765580 10384 ?        Ssl  Feb13   0:04 /usr/libexec/gnome-session-service --session=gnome
yuvlux      4577  3.9  2.1 13928884 338464 ?     Ssl  Feb13 111:29 /usr/bin/gnome-shell
root        4638  0.0  0.0      0     0 ?        S    Feb13   0:00 [nvidia-drm/timeline-25]
yuvlux      4662  0.0  0.0 380964  7680 ?        Ssl  Feb13   0:00 /usr/libexec/at-spi-bus-launcher
yuvlux      4668  0.0  0.0   8972  3868 ?        S    Feb13   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
yuvlux      4669  0.0  0.0   5220  3188 ?        S    Feb13   0:00 dbus-broker --log 10 --controller 9 --machine-id 13facde82a574414b20cddf3a34e86e2 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
yuvlux      4670  0.0  0.0 168428  7572 ?        Ssl  Feb13   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
yuvlux      4675  0.0  0.0 530852  6440 ?        Ssl  Feb13   0:00 /usr/libexec/xdg-permission-store
yuvlux      4693  0.0  0.0 667608 13424 ?        Ssl  Feb13   0:00 /usr/libexec/gnome-shell-calendar-server
yuvlux      4694  0.0  0.0 165168  7228 ?        Ssl  Feb13   0:03 /usr/libexec/dconf-service
yuvlux      4707  0.0  0.1 1715536 19364 ?       Ssl  Feb13   0:00 /usr/libexec/evolution-source-registry
yuvlux      4715  0.0  0.1 2983168 20744 ?       Ssl  Feb13   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
yuvlux      4785  0.0  0.0 612320  9400 ?        Ssl  Feb13   1:40 /usr/bin/ibus-daemon --panel disable
yuvlux      4795  0.0  0.0 478700  9756 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-a11y-settings
yuvlux      4813  0.0  0.0 617180  9784 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-color
yuvlux      4816  0.0  0.0 490264 11240 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-datetime
yuvlux      4820  0.0  0.0 617072  9708 ?        Ssl  Feb13   0:04 /usr/libexec/gsd-housekeeping
yuvlux      4825  0.0  0.0 606616  7568 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-keyboard
yuvlux      4833  0.0  0.0 902856 12172 ?        Ssl  Feb13   0:05 /usr/libexec/gsd-media-keys
yuvlux      4834  0.0  0.0 835876 11908 ?        Ssl  Feb13   0:02 /usr/libexec/gsd-power
yuvlux      4837  0.0  0.0 559292 12216 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-print-notifications
yuvlux      4844  0.0  0.0 606704  7348 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-rfkill
yuvlux      4853  0.0  0.0 393400  7228 ?        Ssl  Feb13   0:02 /usr/libexec/gsd-screensaver-proxy
yuvlux      4857  0.0  0.0 617796 11116 ?        Ssl  Feb13   0:04 /usr/libexec/gsd-sharing
yuvlux      4867  0.0  0.2 1016028 32868 ?       Sl   Feb13   0:32 /usr/local/bin/vicinae server --replace
yuvlux      4869  0.0  0.0 690424 11444 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-smartcard
yuvlux      4875  0.0  0.0 473380  8504 ?        Ssl  Feb13   0:00 /usr/libexec/gsd-sound
yuvlux      4879  0.0  0.0 632728  9360 ?        Ssl  Feb13   0:01 /usr/libexec/gsd-usb-protection
yuvlux      4882  0.0  0.0 617868  9248 ?        Ssl  Feb13   0:00 /usr/libexec/gsd-wwan
yuvlux      4892  0.0  0.0 314536  8424 ?        Sl   Feb13   0:00 /usr/libexec/gsd-disk-utility-notify
yuvlux      4918  0.0  0.1 4033416 22472 ?       Sl   Feb13   0:49 /usr/bin/warp-taskbar
yuvlux      4991  0.0  0.0 466492  6452 ?        Sl   Feb13   0:00 /usr/libexec/ibus-dconf
yuvlux      4993  0.0  0.1 732732 16476 ?        Sl   Feb13   0:19 /usr/libexec/ibus-extension-gtk3
yuvlux      5022  0.0  0.0 632232 11104 ?        Sl   Feb13   0:00 /usr/libexec/gsd-printer
yuvlux      5046  0.0  0.0 819316  8576 ?        Ssl  Feb13   0:10 /usr/libexec/ibus-portal
yuvlux      5047  0.0  0.0 512900 15636 ?        Ssl  Feb13   0:00 /usr/bin/abrt-applet --gapplication-service
yuvlux      5048  0.0  0.1 685616 17188 ?        Ssl  Feb13   0:00 /usr/libexec/goa-daemon
yuvlux      5049  0.0  0.1 2984156 20036 ?       Ssl  Feb13   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
yuvlux      5050  0.0  0.0 622528 11512 ?        Ssl  Feb13   0:01 /usr/libexec/gvfs-udisks2-volume-monitor
yuvlux      5051  0.0  0.1 1100472 21704 ?       SNsl Feb13   0:02 /usr/libexec/localsearch-3
yuvlux      5052  0.1  0.1 412644 17324 ?        S<sl Feb13   4:19 /usr/bin/pipewire-pulse
yuvlux      5053  0.0  0.0 994904 15308 ?        Ssl  Feb13   0:02 /usr/libexec/xdg-desktop-portal
yuvlux      5060  0.0  0.0 1394704 15336 ?       Ssl  Feb13   0:00 /usr/libexec/evolution-calendar-factory
yuvlux      5088  0.0  0.0 904952  8696 ?        Ssl  Feb13   0:00 /usr/libexec/xdg-document-portal
root        5101  0.0  0.0   2588  1928 ?        Ss   Feb13   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
yuvlux      5113  0.0  0.0 531424  6808 ?        Ssl  Feb13   0:00 /usr/libexec/gvfs-mtp-volume-monitor
yuvlux      5114  0.0  0.1 839552 24212 ?        Ssl  Feb13   0:03 /usr/libexec/xdg-desktop-portal-gnome
yuvlux      5123  0.0  0.0 620076  9616 ?        Ssl  Feb13   0:04 /usr/libexec/goa-identity-service
yuvlux      5130  0.0  0.0 533308  7748 ?        Ssl  Feb13   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
yuvlux      5149  0.0  0.1 1010992 16508 ?       Ssl  Feb13   0:00 /usr/libexec/evolution-addressbook-factory
yuvlux      5151  0.0  0.0 612536  8112 ?        Ssl  Feb13   0:01 /usr/libexec/gvfs-afc-volume-monitor
yuvlux      5165  0.0  0.0 531108  6492 ?        Ssl  Feb13   0:00 /usr/libexec/gvfs-goa-volume-monitor
yuvlux      5185  0.0  0.1 665580 18368 ?        Sl   Feb13   1:01 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.ONH9J3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
root        5272  0.0  0.0 554288 11476 ?        Ssl  Feb13   0:00 /usr/sbin/abrt-dbus -t133
yuvlux      5308  0.0  0.0 392744  7172 ?        Sl   Feb13   0:31 /usr/libexec/ibus-engine-simple
yuvlux      5415  0.0  0.0 835560  8752 ?        Sl   Feb13   0:00 /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
yuvlux      5456  0.0  0.0 476264 11328 ?        Ssl  Feb13   0:02 /usr/libexec/gsd-xsettings
yuvlux      5478  0.0  0.0 392684  7156 ?        Ssl  Feb13   0:09 /usr/libexec/gvfsd-metadata
yuvlux      5493  0.0  0.0 469272 13468 ?        Sl   Feb13   0:00 /usr/libexec/ibus-x11
yuvlux      6263  0.0  0.1 1463396 25004 ?       Sl   Feb13   0:05 /usr/libexec/mutter-x11-frames
yuvlux      6538  0.0  0.1 726752 17828 ?        Ssl  Feb13   0:02 /usr/libexec/xdg-desktop-portal-gtk
yuvlux      6548  0.0  0.0 537952  6940 ?        Ssl  Feb13   0:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
yuvlux     10904  2.9  3.4 12853188 556160 ?     Sl   Feb13  80:31 /usr/lib64/firefox/firefox
yuvlux     10925  0.0  0.0 148960  1828 ?        Sl   Feb13   0:00 /usr/lib64/firefox/crashhelper 10904 9 /tmp/ 11
yuvlux     11010  0.0  0.1 463988 22516 ?        S    Feb13   0:01 /usr/lib64/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {bdfd6749-f2c6-48d8-a597-bd8df3a903b7} -parentPid 10904 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 1 forkserver
yuvlux     11012  0.0  0.2 491388 39964 ?        Sl   Feb13   1:25 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35865 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {396a8e42-3965-47ab-91de-b402467d4a37} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 2 socket
yuvlux     11362  0.0  0.6 2902208 111440 ?      Sl   Feb13   0:09 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35961 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8317db43-f3a5-47a0-a288-e8cfa7a9ae96} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 3 tab
yuvlux     11373  0.0  0.2 950540 43464 ?        Sl   Feb13   1:50 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -prefsHandle 0:35961 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {fab8e19c-eada-42a3-8364-068eba189758} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 4 rdd
yuvlux     11422  0.0  0.9 2967448 157500 ?      Sl   Feb13   1:18 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:36048 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d807be42-f3c0-42f4-88eb-d462314cf111} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 5 tab
yuvlux     11747  4.9 16.3 28059952 2622352 ?    Sl   Feb13 136:50 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42693 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {847a01f9-e4c9-4ac2-99ab-359d39613215} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 6 tab
yuvlux     11791  0.0  0.2 590644 35540 ?        Sl   Feb13   0:17 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20260206133811 -sandboxingKind 0 -prefsHandle 0:47091 -prefMapHandle 1:279200 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {eec6f4e5-7129-4d53-b75a-f8186b4b6e27} -parentPid 10904 -crashReporter 5 -crashHelper 6 -appDir /usr/lib64/firefox/browser 7 utility
yuvlux     11997  0.0  0.0   3748  1940 ?        S    Feb13   0:00 /usr/bin/bwrap --args 42 -- /app/bin/chrome
yuvlux     12007  0.0  0.0 531408  6660 ?        Ssl  Feb13   0:00 /usr/libexec/flatpak-session-helper
yuvlux     12012  0.0  0.0   4232   760 ?        Ss   Feb13   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-12007 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
yuvlux     12015  0.0  0.0   3748  2120 ?        S    Feb13   0:00 /usr/bin/bwrap --args 42 -- /usr/bin/xdg-dbus-proxy --args=45
yuvlux     12016  0.0  0.0 457224  6116 ?        Sl   Feb13   0:01 /usr/bin/xdg-dbus-proxy --args=45
yuvlux     12019  0.0  0.0   3848  1284 ?        S    Feb13   0:00 /usr/bin/bwrap --args 42 -- /app/bin/chrome
yuvlux     12020  2.7  2.5 51314084 410140 ?     Sl   Feb13  75:28 /app/extra/chrome --disable-features=WebAssemblyTrapHandler,DesktopPWAsRunOnOsLogin
yuvlux     12031  0.0  0.0 554216 11468 ?        Ssl  Feb13   0:00 /usr/libexec/flatpak-portal
yuvlux     12044  0.0  0.0 50354860 2144 ?       Sl   Feb13   0:00 /app/extra/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome/Crash Reports --metrics-dir=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.132 --initial-client-fd=10 --shared-client-connection
yuvlux     12046  0.0  0.0 50345624 2192 ?       Sl   Feb13   0:00 /app/extra/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.132 --initial-client-fd=4 --shared-client-connection
yuvlux     12051  0.0  0.1 50988332 20928 ?      S    Feb13   0:00 /app/extra/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12053  0.0  0.0      0     0 ?        Z    Feb13   0:00 [zypak-sandbox] <defunct>
yuvlux     12055  0.0  0.0   5872  1500 ?        S    Feb13   0:00 cat
yuvlux     12056  0.0  0.0   5872  1508 ?        S    Feb13   0:00 cat
yuvlux     12057  0.0  0.0   3748  2144 ?        Ss   Feb13   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12072  0.0  0.0   3844  1356 ?        S    Feb13   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12073  0.0  0.1 50991124 26628 ?      S    Feb13   0:08 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12106  3.3  0.8 51450888 141340 ?     Sl   Feb13  93:28 /app/extra/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,1907063602637537613,6195769069581943182,262144 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190708988185955192
yuvlux     12111  0.4  0.6 50846724 109040 ?     Sl   Feb13  13:07 /app/extra/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10497451014275522570,4817179366459535438,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190708989122997041
yuvlux     12124  0.0  0.3 51067412 49824 ?      Sl   Feb13   0:13 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12277  1.0  1.9 1461834264 306484 ?   Sl   Feb13  27:37 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12306  0.0  0.0  21312  8276 ?        S    Feb13   0:07 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
yuvlux     12335  0.4  2.5 1460173524 407052 ?   Sl   Feb13  11:28 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12456  0.1  1.2 1461848068 199384 ?   Sl   Feb13   4:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12475  0.0  0.7 1460043344 117640 ?   Sl   Feb13   0:12 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12563  0.0  0.7 1460084480 117540 ?   Sl   Feb13   0:04 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12956  0.2  1.7 1460158480 282772 ?   Sl   Feb13   6:58 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     12970  0.0  0.7 1460140812 128396 ?   Sl   Feb13   0:19 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     13062  0.1  0.2 50816012 43712 ?      Sl   Feb13   4:29 /app/extra/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10828696896253061261,16866302961290692952,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709021919461756
yuvlux     13117  0.0  0.2 1015996 32296 ?       Ssl  Feb13   0:29 /usr/local/bin/vicinae server --replace
yuvlux     13125  0.0  0.0 1015280 4096 ?        Sl   Feb13   0:00 /usr/local/bin/vicinae-node /run/user/1000/vicinae/extension-manager.js
yuvlux     13342  0.0  0.1 626920 23052 ?        Sl   Feb13   0:01 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
yuvlux     29543  0.0  0.0   3748  1972 ?        S    Feb13   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 53 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     29545  0.0  0.0   3748  1080 ?        S    Feb13   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 53 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     29546  0.0  0.0 144004  8552 ?        Sl   Feb13   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 133
yuvlux     30829  0.0  0.2 50705200 41372 ?      Sl   Feb13   0:02 /app/extra/chrome --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --message-loop-type-ui --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13951868049545353240,11861095305044524550,524288 --field-trial-handle=3,i,13400980107293490130,13087067409849493157,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260213-010030.230000-production --trace-process-track-uuid=3190709212138957103
yuvlux     37569  0.0  0.4 4449336 66844 ?       Ssl  Feb13   0:11 /usr/bin/nautilus --gapplication-service
yuvlux     37617  0.0  0.0 616032  9912 ?        Sl   Feb13   0:00 /usr/libexec/gvfsd-recent --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
yuvlux     37642  0.0  0.0 614688  7648 ?        Sl   Feb13   0:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/2
yuvlux     37648  0.0  0.0 616728  8392 ?        Sl   Feb13   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
yuvlux     37659  0.0  0.0 269572 10760 ?        S    Feb13   0:00 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
yuvlux     42859  0.0  0.2 2757780 41356 ?       Sl   Feb13   0:07 /usr/bin/evince /home/yuvlux/Downloads/QUESTION PAPER EVEN SEM 2022-23/CSC EVEN 2022-23.pdf
yuvlux     42866  0.0  0.0 163736  5668 ?        Ssl  Feb13   0:00 /usr/libexec/evinced
yuvlux     46869  0.0  0.7 1460050856 117816 ?   Sl   Feb13   0:10 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     49423  0.2  1.7 1461871460 287192 ?   Sl   Feb13   6:36 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
