USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  43792 14168 ?        Ss   Feb13   0:08 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
yuvlux     62897  0.0  0.1 1501216 22400 ?       Ssl  Feb14   0:01 /usr/bin/gnome-calendar --gapplication-service
yuvlux     62999  0.1  0.2 5847120 40908 ?       Ssl  Feb14   3:29 /usr/bin/gnome-software --gapplication-service
yuvlux     63085  0.0  0.0  47680  6848 ?        Ss   Feb14   0:00 /usr/libexec/bluetooth/obexd
yuvlux     64542  0.0  0.0   3748  2144 ?        S    Feb14   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 54 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 52
yuvlux     64543  0.0  0.0   3748  1288 ?        S    Feb14   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 54 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 52
yuvlux     64544  0.0  0.0 144004  5208 ?        Sl   Feb14   0:02 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 52
root      103038  0.0  0.1 2505160 17088 ?       Ssl  Feb14   0:04 /usr/libexec/snapd/snapd
yuvlux    110603  0.0  0.0   3748  2088 ?        S    Feb14   0:00 /usr/bin/bwrap --args 127 -- /usr/bin/xdg-dbus-proxy --args=129
yuvlux    110604  0.0  0.0 457216  6108 ?        Sl   Feb14   0:02 /usr/bin/xdg-dbus-proxy --args=129
yuvlux    110608  0.0  0.0   3748  1996 ?        S    Feb14   0:00 /usr/bin/bwrap --args 127 -- obsidian.sh
yuvlux    110609  0.0  0.0   3864  1280 ?        S    Feb14   0:00 /usr/bin/bwrap --args 127 -- obsidian.sh
yuvlux    110610  0.0  0.3 1459867280 60844 ?    Sl   Feb14   1:04 /app/obsidian --ozone-platform=x11
yuvlux    110630  0.0  0.0 50856880 9204 ?       S    Feb14   0:00 /app/obsidian --type=zygote --no-zygote-sandbox
yuvlux    110632  0.0  0.0      0     0 ?        Z    Feb14   0:00 [zypak-sandbox] <defunct>
yuvlux    110634  0.0  0.0   5872  1504 ?        S    Feb14   0:00 cat
yuvlux    110635  0.0  0.0   5872  1504 ?        S    Feb14   0:00 cat
yuvlux    110637  0.0  0.0   3748  2060 ?        Ss   Feb14   0:00 /usr/bin/bwrap --args 45 -- /app/bin/zypak-helper child - /app/obsidian --type=zygote
yuvlux    110649  0.0  0.0   3860  1344 ?        S    Feb14   0:00 /usr/bin/bwrap --args 45 -- /app/bin/zypak-helper child - /app/obsidian --type=zygote
yuvlux    110650  0.0  0.0 34082440 10496 ?      S    Feb14   0:00 /app/obsidian --type=zygote
yuvlux    110683  1.2  0.2 51259804 34700 ?      Sl   Feb14  23:14 /app/obsidian --type=zygote --no-zygote-sandbox
yuvlux    110688  0.0  0.1 50677304 24704 ?      Sl   Feb14   0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=88527bf3-20c8-4551-95aa-f395fae97a70,no_channel --user-data-dir=/home/yuvlux/.var/app/md.obsidian.Obsidian/config/obsidian --standard-schemes=app --secure-schemes=app --fetch-schemes=app --streaming-schemes=app --code-cache-schemes=app --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3841720974932547885,1197963580242693519,262144 --enable-features=PdfUseShowSaveFilePicker,SharedArrayBuffer --disable-features=LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
yuvlux    110731  0.0  0.0  21312  8008 ?        S    Feb14   0:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
yuvlux    110849  3.3  0.8 1463509600 140376 ?   Sl   Feb14  61:51 /proc/self/exe --type=renderer --enable-crash-reporter=88527bf3-20c8-4551-95aa-f395fae97a70,no_channel --user-data-dir=/home/yuvlux/.var/app/md.obsidian.Obsidian/config/obsidian --standard-schemes=app --secure-schemes=app --fetch-schemes=app --streaming-schemes=app --code-cache-schemes=app --app-path=/app/resources/app.asar --no-sandbox --no-zygote --node-integration-in-worker --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1771036770402882 --launch-time-ticks=16377894820 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3841720974932547885,1197963580242693519,262144 --enable-features=PdfUseShowSaveFilePicker,SharedArrayBuffer --disable-features=LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
yuvlux    134244  0.4  2.5 1460166360 403104 ?   Sl   Feb14   7:30 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    145127  0.0  0.0 328620  6424 ?        Sl   Feb14   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
yuvlux    145147  0.0  0.0 328680  6324 ?        Sl   Feb14   0:00 /usr/lib64/speech-dispatcher-modules//sd_espeak-ng /etc/speech-dispatcher/modules/
yuvlux    145150  0.0  0.0 159100  4520 ?        Sl   Feb14   0:04 /usr/lib64/speech-dispatcher-modules//sd_dummy /etc/speech-dispatcher/modules/
yuvlux    145153  0.0  0.0 339964  2420 ?        Ssl  Feb14   0:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
yuvlux    219212  5.0  1.8 1460211952 297412 ?   Sl   00:18  58:53 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      243776  0.0  0.0      0     0 ?        I    10:06   0:00 [kworker/1:0-events]
root      270099  0.0  0.0      0     0 ?        I    12:02   0:00 [kworker/14:1-events]
root      279023  0.0  0.0      0     0 ?        I    12:35   0:00 [kworker/12:0-events]
root      281797  0.0  0.0      0     0 ?        I    12:46   0:00 [kworker/1:1-mm_percpu_wq]
root      285321  0.0  0.0      0     0 ?        I    13:01   0:04 [kworker/u80:1-blkcg_punt_bio]
yuvlux    285674  0.0  1.2 3280212 203668 ?      Sl   13:03   0:21 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43909 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8f1c08aa-f806-4d85-85b2-227b3ffd3ace} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 384 tab
root      295561  0.0  0.0      0     0 ?        I    13:34   0:04 [kworker/u80:17-flush-btrfs-1]
root      296694  0.0  0.0      0     0 ?        I    13:37   0:00 [kworker/5:0-events]
root      297564  0.0  0.0      0     0 ?        I    13:42   0:00 [kworker/11:0-mm_percpu_wq]
root      298806  0.0  0.0      0     0 ?        I    13:44   0:00 [kworker/19:1-mm_percpu_wq]
root      300475  0.0  0.0      0     0 ?        I    13:52   0:00 [kworker/7:0-events]
root      302398  0.0  0.0      0     0 ?        I    14:02   0:00 [kworker/15:2-events]
root      302741  0.0  0.0      0     0 ?        I    14:05   0:00 [kworker/8:0-cgroup_free]
root      303587  0.0  0.0      0     0 ?        I    14:10   0:01 [kworker/u80:10-i915]
root      304055  0.0  0.0   3220  1724 ?        S    14:12   0:00 sleep 3600
root      304143  0.0  0.0      0     0 ?        I    14:13   0:00 [kworker/6:2-events]
root      304809  0.0  0.0      0     0 ?        I    14:16   0:01 [kworker/u80:2-btrfs-endio-write]
root      305148  0.0  0.0      0     0 ?        I    14:19   0:00 [kworker/10:1-events]
root      305589  0.0  0.0      0     0 ?        I    14:22   0:00 [kworker/17:1-mm_percpu_wq]
root      305857  0.0  0.0      0     0 ?        I    14:24   0:00 [kworker/u80:0-btrfs-delalloc]
root      306316  0.0  0.0      0     0 ?        I    14:26   0:00 [kworker/13:2-mm_percpu_wq]
root      307253  0.0  0.0      0     0 ?        I    14:33   0:00 [kworker/12:2]
root      307723  0.0  0.0      0     0 ?        I    14:35   0:00 [kworker/16:0-mm_percpu_wq]
root      307733  0.0  0.0      0     0 ?        I<   14:35   0:03 [kworker/u81:1-rb_allocator]
root      307748  0.0  0.0      0     0 ?        I    14:35   0:00 [kworker/15:1-mm_percpu_wq]
root      307757  0.0  0.0      0     0 ?        I    14:35   0:00 [kworker/0:0-events]
root      307784  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:5-flush-btrfs-1]
root      307797  0.0  0.0      0     0 ?        I    14:35   0:00 [kworker/7:2-mm_percpu_wq]
root      307804  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:7-btrfs-endio-write]
root      307811  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:16-btrfs-endio-write]
root      307813  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:19-btrfs-compressed-write]
root      307816  0.0  0.0      0     0 ?        I    14:35   0:00 [kworker/18:0-i915-unordered]
root      307818  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:22-btrfs-endio-write]
root      307821  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:25-blkcg_punt_bio]
root      307822  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:26-flush-btrfs-1]
root      307826  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:30-events_unbound]
root      307830  0.0  0.0      0     0 ?        I    14:35   0:01 [kworker/u80:34-btrfs-endio-write]
root      307832  0.0  0.0      0     0 ?        I    14:35   0:02 [kworker/u80:36-btrfs-endio-write]
root      307833  0.1  0.0      0     0 ?        I    19:38   0:01 [kworker/4:2-cgroup_free]
root      307835  0.0  0.0      0     0 ?        I    19:38   0:00 [kworker/9:2-events]
root      307838  0.0  0.0      0     0 ?        S    19:38   0:00 [irq/133-mei_me]
root      307915  0.0  0.0      0     0 ?        I    19:38   0:00 [kworker/8:3-mm_percpu_wq]
root      307918  0.0  0.0      0     0 ?        S    19:38   0:00 [nvidia]
root      307958  0.0  0.0      0     0 ?        I    19:38   0:00 [kworker/19:0-cgroup_release]
root      307964  0.0  0.0      0     0 ?        I    19:38   0:00 [kworker/3:1-cgroup_release]
root      308024  0.0  0.0      0     0 ?        I    19:38   0:00 [kworker/17:0-events]
sssd      308029  0.0  0.0 247616  7704 ?        Ss   19:38   0:00 /usr/libexec/sssd/sssd_kcm --logger=files
yuvlux    308182  0.3  0.8 1460121172 138576 ?   Sl   19:38   0:02 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    309176 21.7  2.5 1460160288 402332 ?   Sl   19:39   3:12 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      309462  0.0  0.0      0     0 ?        I    19:39   0:00 [kworker/14:2-mm_percpu_wq]
root      309662  0.0  0.0      0     0 ?        I    19:39   0:00 [kworker/2:2-events]
yuvlux    310252  1.0  1.2 1461830548 207860 ?   Sl   19:43   0:06 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    311546  5.6  1.5 1461933480 249260 ?   SLsl 19:44   0:33 /usr/share/code/code
yuvlux    311553  0.0  0.2 34295984 46024 ?      S    19:44   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
yuvlux    311554  0.0  0.2 51073192 47848 ?      S    19:44   0:00 /usr/share/code/code --type=zygote
yuvlux    311556  0.0  0.0 51073220 8036 ?       S    19:44   0:00 /usr/share/code/code --type=zygote
yuvlux    311573  0.0  0.0 33576064 3544 ?       Sl   19:44   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/yuvlux/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=bd410c1c-c71d-49aa-a5a7-844e46429356&iid=bd410c1c-c71d-49aa-a5a7-844e46429356&sid=bd410c1c-c71d-49aa-a5a7-844e46429356 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.109.2 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.3.0 --initial-client-fd=48 --shared-client-connection
yuvlux    311731  7.3  0.9 34790460 145652 ?     Sl   19:44   0:43 /usr/share/code/code --type=zygote --no-zygote-sandbox
yuvlux    311739  0.4  0.4 34116940 72372 ?      Sl   19:44   0:02 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=311573 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6132895464976738577,13381444349415014360,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
root      312155  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/13:0-events]
yuvlux    313013  1.1  0.6 1478355224 109656 ?   Sl   19:44   0:06 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=311573 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6132895464976738577,13381444349415014360,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
yuvlux    313048  1.7  0.7 1478338144 121364 ?   Sl   19:44   0:10 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=311573 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6132895464976738577,13381444349415014360,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
root      313336  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/u80:4-btrfs-delalloc]
root      313899  0.3  0.0      0     0 ?        I<   19:44   0:02 [kworker/u81:2-i915_flip]
root      313986  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/11:2-events]
root      314336  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/9:1-events]
root      314339  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/4:0-cgroup_release]
yuvlux    314372 25.6  2.8 1482163776 459080 ?   Sl   19:44   2:25 /usr/share/code/code --type=zygote
root      314485  0.0  0.0      0     0 ?        I    19:44   0:00 [kworker/10:2-events]
yuvlux    314558  0.2  0.7 1478355032 112692 ?   Sl   19:44   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=311573 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6132895464976738577,13381444349415014360,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708997556373682
yuvlux    314559  6.1  3.4 1480454888 558392 ?   Sl   19:44   0:34 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=311573 --enable-crash-reporter=aac8dc7b-8b79-4e40-b156-668f35d9719e,no_channel --user-data-dir=/home/yuvlux/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6132895464976738577,13381444349415014360,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708998493415531
yuvlux    314612  0.0  0.0 237628  9544 pts/0    Ss+  19:44   0:00 /usr/bin/zsh -i
yuvlux    314626  0.5  0.0 238096 10168 pts/1    Ss   19:44   0:03 /usr/bin/zsh -i
yuvlux    314697  0.0  0.0 235228  4592 pts/0    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314733  0.0  0.0 235228  4692 pts/1    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314761  0.0  0.0 237116  6192 pts/0    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314763  0.0  0.0 237100  5848 pts/0    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314764  0.0  0.0   6976  2148 pts/0    Sl   19:44   0:00 /home/yuvlux/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 32
yuvlux    314804  0.0  0.0 237116  6268 pts/1    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314806  0.0  0.0 237100  5916 pts/1    S    19:44   0:00 /usr/bin/zsh -i
yuvlux    314807  0.0  0.0   6992  2148 pts/1    Sl   19:44   0:00 /home/yuvlux/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 32
root      315246  0.0  0.0      0     0 ?        I    19:45   0:00 [kworker/0:1-cgroup_free]
root      316221  0.0  0.0      0     0 ?        I    19:45   0:00 [kworker/3:2-mm_percpu_wq]
yuvlux    316466  0.4  0.3 124148 54832 ?        Sl   19:45   0:02 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
yuvlux    316501  0.0  0.1 4265636 24768 ?       Sl   19:45   0:00 /home/yuvlux/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 316466 {DBCFFEA8-6CF5-4741-9A5D-113F837E4892}
root      316653  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/16:2-cgroup_free]
root      316657  0.0  0.0      0     0 ?        I    19:46   0:00 [kworker/6:1-events]
yuvlux    317345  0.1  0.5 2845384 85348 ?       Sl   19:46   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00475e0e-48b5-4cea-a3d3-2a4d08283b75} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 408 tab
yuvlux    317716  0.1  0.6 1461737112 98796 ?    Sl   19:46   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    317729  0.0  0.6 1461691080 99056 ?    Sl   19:46   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      320395  0.0  0.0      0     0 ?        I    19:47   0:00 [kworker/2:0-events]
root      320397  0.0  0.0      0     0 ?        I    19:47   0:00 [kworker/18:1-events]
root      320692  0.0  0.0      0     0 ?        I    19:47   0:00 [kworker/5:2-mm_percpu_wq]
yuvlux    323159  0.0  0.5 1461687936 90516 ?    Sl   19:49   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      324509  0.0  0.0      0     0 ?        I<   19:49   0:00 [kworker/u81:0]
root      324872  0.0  0.0  17244  8136 ?        S    19:49   0:00 systemd-userwork: waiting...
root      324895  0.0  0.0  17244  8152 ?        S    19:49   0:00 systemd-userwork: waiting...
root      325102  0.0  0.0      0     0 ?        I    19:49   0:00 [kworker/14:0]
root      325103  0.0  0.0      0     0 ?        I    19:49   0:00 [kworker/10:0-events]
root      325110  0.0  0.0      0     0 ?        I    19:49   0:00 [kworker/9:0-events]
yuvlux    325283  0.0  0.5 2845400 84640 ?       Sl   19:50   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {df3a57c9-cba6-4f4a-8b9b-fbd77e183a20} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 409 tab
root      326688  0.0  0.0      0     0 ?        I    19:50   0:00 [kworker/11:1-mm_percpu_wq]
root      326700  0.0  0.0  17244  8168 ?        S    19:50   0:00 systemd-userwork: waiting...
root      329084  0.0  0.0      0     0 ?        I    19:51   0:00 [kworker/19:2-events]
yuvlux    329120  0.6  0.6 1459519084 96972 ?    Sl   19:51   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=314559
root      329333  0.0  0.0      0     0 ?        I    19:52   0:00 [kworker/0:2-mm_percpu_wq]
yuvlux    329919  0.2  0.5 2845400 85080 ?       Sl   19:52   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44404 -prefMapHandle 1:279200 -jsInitHandle 2:223968 -parentBuildID 20260206133811 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {22b58686-d73d-4a4a-8f42-89c2454cedb4} -parentPid 10904 -crashReporter 6 -crashHelper 7 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 410 tab
root      330564  0.3  0.0 531656 10084 ?        Ssl  19:53   0:00 /usr/libexec/fprintd
yuvlux    330664  0.7  0.7 1461699200 114008 ?   Sl   19:53   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    330677  2.2  0.8 1463427428 143772 ?   Sl   19:53   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    330702  0.4  0.5 1461687936 85972 ?    Sl   19:53   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux    330727  0.3  0.4 1459975804 68496 ?    Sl   19:53   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
root      330803  0.0  0.0      0     0 ?        I    19:53   0:00 [kworker/3:0]
root      330805  0.0  0.0      0     0 ?        I    19:53   0:00 [kworker/4:1-events]
yuvlux    330858  0.0  0.0   3188  1620 pts/1    S+   19:53   0:00 my_ps
yuvlux    330859  400  0.1 320384 24676 ?        RN   19:53   0:00 /usr/libexec/localsearch-extractor-3 --socket-fd 3
yuvlux    330860  0.0  0.0 232028  3820 pts/1    S+   19:53   0:00 sh -c -- ps aux > x1.txt
yuvlux    330861  0.0  0.0 234920  5156 pts/1    R+   19:53   0:00 ps aux
