UID        PID    PPID   LWP    C    NLWP   %CPU    %MEM    VSZ      RSS      TTY      STAT     START  TIME         PSR    STIME        COMMAND
root       580    2      580    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-cache] [kworker/R-btrfs-cache]
root       581    2      581    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-fixup] [kworker/R-btrfs-fixup]
root       582    2      582    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-endio] [kworker/R-btrfs-endio]
root       583    2      583    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-endio-meta] [kworker/R-btrfs-endio-meta]
root       584    2      584    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-rmw] [kworker/R-btrfs-rmw]
root       585    2      585    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-endio-write] [kworker/R-btrfs-endio-write]
root       586    2      586    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-compressed-write] [kworker/R-btrfs-compressed-write]
root       587    2      587    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-freespace-write] [kworker/R-btrfs-freespace-write]
root       588    2      588    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-delayed-meta] [kworker/R-btrfs-delayed-meta]
root       589    2      589    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-btrfs-qgroup-rescan] [kworker/R-btrfs-qgroup-rescan]
root       590    2      590    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [btrfs-cleaner] [btrfs-cleaner]
root       591    2      591    0    1      0.0     0.0     0        ?        ?        S        Feb13  1:57         00:01:57 [btrfs-transaction] [btrfs-transaction]
root       592    2      592    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [card1-crtc0] [card1-crtc0]
root       593    2      593    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [card1-crtc1] [card1-crtc1]
root       594    2      594    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [card1-crtc2] [card1-crtc2]
root       595    2      595    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [card1-crtc3] [card1-crtc3]
root       676    2      676    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [psimon]     [psimon]
root       687    1      687    0    1      0.0     0.5     317496   ?        ?        Ss       Feb13  0:20         00:00:19 /usr/lib/systemd/systemd-journald /usr/lib/systemd/systemd-journald
root       715    1      715    0    1      0.0     0.0     16604    ?        ?        Ss       Feb13  0:00         00:00:00 /usr/lib/systemd/systemd-userdbd /usr/lib/systemd/systemd-userdbd
root       724    1      724    0    1      0.0     0.0     41932    ?        ?        Ss       Feb13  0:01         00:00:01 /usr/lib/systemd/systemd-udevd /usr/lib/systemd/systemd-udevd
root       735    2      735    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [psimon]     [psimon]
root       887    2      887    0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-cfg80211] [kworker/R-cfg80211]
root       911    2      911    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nv_queue]   [nv_queue]
root       912    2      912    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nv_queue]   [nv_queue]
root       913    2      913    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nv_open_q]  [nv_open_q]
root       918    2      918    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:30         00:00:30 [irq/156-iwlwifi:default_queue] [irq/156-iwlwifi:default_queue]
root       919    2      919    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/157-iwlwifi:queue_1] [irq/157-iwlwifi:queue_1]
root       920    2      920    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/158-iwlwifi:queue_2] [irq/158-iwlwifi:queue_2]
root       921    2      921    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/159-iwlwifi:queue_3] [irq/159-iwlwifi:queue_3]
root       924    2      924    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:17         00:00:17 [irq/160-iwlwifi:queue_4] [irq/160-iwlwifi:queue_4]
root       926    2      926    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/161-iwlwifi:queue_5] [irq/161-iwlwifi:queue_5]
root       927    2      927    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/162-iwlwifi:queue_6] [irq/162-iwlwifi:queue_6]
root       928    2      928    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/163-iwlwifi:queue_7] [irq/163-iwlwifi:queue_7]
root       929    2      929    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:03         00:00:03 [irq/164-iwlwifi:queue_8] [irq/164-iwlwifi:queue_8]
root       930    2      930    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:04         00:00:04 [irq/165-iwlwifi:queue_9] [irq/165-iwlwifi:queue_9]
root       931    2      931    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:03         00:00:03 [irq/166-iwlwifi:queue_10] [irq/166-iwlwifi:queue_10]
root       932    2      932    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/167-iwlwifi:queue_11] [irq/167-iwlwifi:queue_11]
root       933    2      933    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/168-iwlwifi:queue_12] [irq/168-iwlwifi:queue_12]
root       934    2      934    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/169-iwlwifi:queue_13] [irq/169-iwlwifi:queue_13]
root       935    2      935    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/170-iwlwifi:queue_14] [irq/170-iwlwifi:queue_14]
root       936    2      936    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/171-iwlwifi:exception] [irq/171-iwlwifi:exception]
root       948    2      948    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/16-processor_thermal_device_pci] [irq/16-processor_thermal_device_pci]
root       956    2      956    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nvidia-modeset/kthread_q] [nvidia-modeset/kthread_q]
root       957    2      957    0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nvidia-modeset/deferred_close_kthread_q] [nvidia-modeset/deferred_close_kthread_q]
root       1023   2      1023   0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [jbd2/nvme0n1p6-8] [jbd2/nvme0n1p6-8]
root       1024   2      1024   0    1      0.0     0.0     0        ?        ?        I<       Feb13  0:00         00:00:00 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
systemd+   1101   1      1101   0    1      0.0     0.0     17340    ?        ?        Ss       Feb13  1:02         00:01:02 /usr/lib/systemd/systemd-oomd /usr/lib/systemd/systemd-oomd
systemd+   1103   1      1103   0    1      0.0     0.0     25648    ?        ?        Ss       Feb13  0:26         00:00:26 /usr/lib/systemd/systemd-resolved /usr/lib/systemd/systemd-resolved
root       1104   1      1104   0    2      0.0     0.0     20960    ?        ?        S<sl     Feb13  0:00         00:00:00 /usr/bin/auditd /usr/bin/auditd
root       1104   1      1105   0    2      0.0     0.0     20960    ?        ?        S<sl     Feb13  0:00         00:00:00 /usr/bin/auditd /usr/bin/auditd
dbus       1135   1      1135   0    1      0.0     0.0     9632     ?        ?        Ss       Feb13  0:00         00:00:00 /usr/bin/dbus-broker--scope /usr/bin/dbus-broker-launch --scope system --audit
dbus       1136   1135   1136   0    1      0.0     0.0     9852     ?        ?        S        Feb13  0:07         00:00:07 dbus-broker  dbus-broker --log 10 --controller 9 --machine-id 13facde82a574414b20cddf3a34e86e2 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
avahi      1139   1      1139   0    1      0.0     0.0     6716     ?        ?        Ss       Feb13  0:00         00:00:00 avahi-daemon: avahi-daemon: running [fedora.local]
root       1140   2      1140   0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [irq/174-nvidia] [irq/174-nvidia]
root       1142   2      1142   0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [nv_queue]   [nv_queue]
root       1146   1      1146   0    1      0.0     0.0     9544     ?        ?        Ss       Feb13  0:00         00:00:00 /usr/libexec/bluetooth/bluetoothd /usr/libexec/bluetooth/bluetoothd
root       1155   1      1155   0    2      0.0     0.0     81032    ?        ?        Ssl      Feb13  0:08         00:00:08 /usr/sbin/irqbalance /usr/sbin/irqbalance
root       1155   1      1235   0    2      0.0     0.0     81032    ?        ?        Ssl      Feb13  0:08         00:00:00 /usr/sbin/irqbalance /usr/sbin/irqbalance
chrony     1159   1      1159   0    1      0.0     0.0     86424    ?        ?        Ss       Feb13  0:00         00:00:00 /usr/sbin/chronyd /usr/sbin/chronyd -n -F 2
root       1164   1      1164   0    4      0.0     0.0     303040   ?        ?        SLsl     Feb13  0:00         00:00:00 /usr/libexec/low-memory-monitor /usr/libexec/low-memory-monitor
root       1164   1      1220   0    4      0.0     0.0     303040   ?        ?        SLsl     Feb13  0:00         00:00:00 /usr/libexec/low-memory-monitor /usr/libexec/low-memory-monitor
root       1164   1      1221   0    4      0.0     0.0     303040   ?        ?        SLsl     Feb13  0:00         00:00:00 /usr/libexec/low-memory-monitor /usr/libexec/low-memory-monitor
root       1164   1      1223   0    4      0.0     0.0     303040   ?        ?        SLsl     Feb13  0:00         00:00:00 /usr/libexec/low-memory-monitor /usr/libexec/low-memory-monitor
root       1167   1      1167   0    1      0.0     0.0     3208     ?        ?        Ss       Feb13  0:00         00:00:00 /usr/sbin/mcelog /usr/sbin/mcelog --daemon --foreground
root       1168   1      1168   0    5      0.0     0.0     305752   ?        ?        Ssl      Feb13  0:39         00:00:28 /usr/bin/nvidia-powerd /usr/bin/nvidia-powerd
root       1168   1      1635   0    5      0.0     0.0     305752   ?        ?        Ssl      Feb13  0:39         00:00:00 /usr/bin/nvidia-powerd /usr/bin/nvidia-powerd
root       1168   1      1647   0    5      0.0     0.0     305752   ?        ?        Ssl      Feb13  0:39         00:00:03 /usr/bin/nvidia-powerd /usr/bin/nvidia-powerd
root       1168   1      1648   0    5      0.0     0.0     305752   ?        ?        Ssl      Feb13  0:39         00:00:02 /usr/bin/nvidia-powerd /usr/bin/nvidia-powerd
root       1168   1      1649   0    5      0.0     0.0     305752   ?        ?        Ssl      Feb13  0:39         00:00:05 /usr/bin/nvidia-powerd /usr/bin/nvidia-powerd
polkitd    1169   1      1169   0    4      0.0     0.0     385728   ?        ?        Ssl      Feb13  0:12         00:00:07 /usr/lib/polkit-1/po--no-debug /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd    1169   1      1274   0    4      0.0     0.0     385728   ?        ?        Ssl      Feb13  0:12         00:00:01 /usr/lib/polkit-1/po--no-debug /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd    1169   1      1276   0    4      0.0     0.0     385728   ?        ?        Ssl      Feb13  0:12         00:00:00 /usr/lib/polkit-1/po--no-debug /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd    1169   1      1283   0    4      0.0     0.0     385728   ?        ?        Ssl      Feb13  0:12         00:00:01 /usr/lib/polkit-1/po--no-debug /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
rtkit      1170   1      1170   0    3      0.0     0.0     21728    ?        ?        SNsl     Feb13  0:00         00:00:00 /usr/libexec/rtkit-daemon /usr/libexec/rtkit-daemon
rtkit      1170   1      1231   0    3      0.0     0.0     21728    ?        ?        SNsl     Feb13  0:00         00:00:00 /usr/libexec/rtkit-daemon /usr/libexec/rtkit-daemon
rtkit      1170   1      1232   0    3      0.0     0.0     21728    ?        ?        SNsl     Feb13  0:00         00:00:00 /usr/libexec/rtkit-daemon /usr/libexec/rtkit-daemon
root       1171   1      1171   0    1      0.0     0.0     9684     ?        ?        Ss       Feb13  0:00         00:00:00 /usr/bin/smartd /usr/bin/smartd -n -q never --capabilities=mail
root       1172   1      1172   0    4      0.0     0.0     534172   ?        ?        Ssl      Feb13  0:02         00:00:00 /usr/libexec/accounts-daemon /usr/libexec/accounts-daemon
root       1172   1      1242   0    4      0.0     0.0     534172   ?        ?        Ssl      Feb13  0:02         00:00:00 /usr/libexec/accounts-daemon /usr/libexec/accounts-daemon
root       1172   1      1243   0    4      0.0     0.0     534172   ?        ?        Ssl      Feb13  0:02         00:00:02 /usr/libexec/accounts-daemon /usr/libexec/accounts-daemon
root       1172   1      1245   0    4      0.0     0.0     534172   ?        ?        Ssl      Feb13  0:02         00:00:00 /usr/libexec/accounts-daemon /usr/libexec/accounts-daemon
root       1173   1      1173   0    4      0.0     0.0     531584   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/switcheroo-control /usr/libexec/switcheroo-control
root       1173   1      1227   0    4      0.0     0.0     531584   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/switcheroo-control /usr/libexec/switcheroo-control
root       1173   1      1228   0    4      0.0     0.0     531584   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/switcheroo-control /usr/libexec/switcheroo-control
root       1173   1      1230   0    4      0.0     0.0     531584   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/switcheroo-control /usr/libexec/switcheroo-control
root       1177   1      1177   0    1      0.0     0.0     17560    ?        ?        Ss       Feb13  0:02         00:00:02 /usr/lib/systemd/systemd-homed /usr/lib/systemd/systemd-homed
root       1180   1      1180   0    1      0.0     0.0     20028    ?        ?        Ss       Feb13  0:03         00:00:03 /usr/lib/systemd/systemd-logind /usr/lib/systemd/systemd-logind
root       1181   1      1181   0    1      0.0     0.0     17236    ?        ?        Ss       Feb13  0:02         00:00:02 /usr/lib/systemd/systemd-machined /usr/lib/systemd/systemd-machined
root       1185   1      1185   0    5      0.0     0.0     610668   ?        ?        Ssl      Feb13  0:29         00:00:00 /usr/bin/thermald /usr/bin/thermald --systemd --dbus-enable --adaptive
root       1185   1      1200   0    5      0.0     0.0     610668   ?        ?        Ssl      Feb13  0:29         00:00:00 /usr/bin/thermald /usr/bin/thermald --systemd --dbus-enable --adaptive
root       1185   1      1202   0    5      0.0     0.0     610668   ?        ?        Ssl      Feb13  0:29         00:00:00 /usr/bin/thermald /usr/bin/thermald --systemd --dbus-enable --adaptive
root       1185   1      1207   0    5      0.0     0.0     610668   ?        ?        Ssl      Feb13  0:29         00:00:00 /usr/bin/thermald /usr/bin/thermald --systemd --dbus-enable --adaptive
root       1185   1      1395   0    5      0.0     0.0     610668   ?        ?        Ssl      Feb13  0:29         00:00:28 /usr/bin/thermald /usr/bin/thermald --systemd --dbus-enable --adaptive
root       1189   1      1189   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1201   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1203   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1208   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1328   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1330   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1189   1      1348   0    7      0.0     0.0     543656   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/libexec/udisks2/udisksd /usr/libexec/udisks2/udisksd
root       1195   1      1195   0    4      0.0     0.0     542836   ?        ?        Ssl      Feb13  0:08         00:00:07 /usr/libexec/upowerd /usr/libexec/upowerd
root       1195   1      1239   0    4      0.0     0.0     542836   ?        ?        Ssl      Feb13  0:08         00:00:00 /usr/libexec/upowerd /usr/libexec/upowerd
root       1195   1      1240   0    4      0.0     0.0     542836   ?        ?        Ssl      Feb13  0:08         00:00:00 /usr/libexec/upowerd /usr/libexec/upowerd
root       1195   1      1241   0    4      0.0     0.0     542836   ?        ?        Ssl      Feb13  0:08         00:00:00 /usr/libexec/upowerd /usr/libexec/upowerd
root       1197   1      1197   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:12 /bin/warp-svc /bin/warp-svc
root       1197   1      1275   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:43 /bin/warp-svc /bin/warp-svc
root       1197   1      1278   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:13 /bin/warp-svc /bin/warp-svc
root       1197   1      1279   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:14 /bin/warp-svc /bin/warp-svc
root       1197   1      1280   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:02 /bin/warp-svc /bin/warp-svc
root       1197   1      1281   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:30 /bin/warp-svc /bin/warp-svc
root       1197   1      1282   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:03 /bin/warp-svc /bin/warp-svc
root       1197   1      1284   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1285   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:53 /bin/warp-svc /bin/warp-svc
root       1197   1      1286   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:04 /bin/warp-svc /bin/warp-svc
root       1197   1      1287   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:04 /bin/warp-svc /bin/warp-svc
root       1197   1      1288   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:16 /bin/warp-svc /bin/warp-svc
root       1197   1      1289   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:17 /bin/warp-svc /bin/warp-svc
root       1197   1      1291   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:14 /bin/warp-svc /bin/warp-svc
root       1197   1      1292   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:30 /bin/warp-svc /bin/warp-svc
root       1197   1      1293   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:17 /bin/warp-svc /bin/warp-svc
root       1197   1      1294   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:36 /bin/warp-svc /bin/warp-svc
root       1197   1      1295   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:47 /bin/warp-svc /bin/warp-svc
root       1197   1      1296   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1297   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:18 /bin/warp-svc /bin/warp-svc
root       1197   1      1298   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:01:27 /bin/warp-svc /bin/warp-svc
root       1197   1      1310   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:02 /bin/warp-svc /bin/warp-svc
root       1197   1      1319   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:01 /bin/warp-svc /bin/warp-svc
root       1197   1      1324   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1326   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1327   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1329   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1331   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1332   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1333   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1334   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1335   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1336   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1337   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1338   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1846   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1850   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:30 /bin/warp-svc /bin/warp-svc
root       1197   1      1852   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1854   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1855   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1856   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1857   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1858   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1859   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1860   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1861   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1862   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1863   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1864   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1865   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1866   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1868   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1869   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1870   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1871   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1872   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1873   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1874   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      1876   0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      298381 0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1197   1      308327 0    61     0.5     0.7     5657732  ?        ?        Ssl      Feb13  16:12        00:00:00 /bin/warp-svc /bin/warp-svc
root       1209   2      1209   0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [psimon]     [psimon]
avahi      1213   1139   1213   0    1      0.0     0.0     6444     ?        ?        S        Feb13  0:00         00:00:00 avahi-daemon: avahi-daemon: chroot helper
root       1224   2      1224   0    1      0.0     0.0     0        ?        ?        S        Feb13  0:00         00:00:00 [psimon]     [psimon]
root       1234   1      1234   0    1      0.0     0.0     4924     ?        ?        SNs      Feb13  0:00         00:00:00 /usr/sbin/alsactl /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
root       1318   1      1318   0    4      0.0     0.0     553768   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/sbin/abrtd /usr/sbin/abrtd -d -s
root       1318   1      1351   0    4      0.0     0.0     553768   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/sbin/abrtd /usr/sbin/abrtd -d -s
root       1318   1      1352   0    4      0.0     0.0     553768   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/sbin/abrtd /usr/sbin/abrtd -d -s
root       1318   1      1354   0    4      0.0     0.0     553768   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/sbin/abrtd /usr/sbin/abrtd -d -s
root       1341   1      1341   0    4      0.0     0.0     391388   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/bin/ModemManager /usr/bin/ModemManager
root       1341   1      1343   0    4      0.0     0.0     391388   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/bin/ModemManager /usr/bin/ModemManager
root       1341   1      1344   0    4      0.0     0.0     391388   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/bin/ModemManager /usr/bin/ModemManager
root       1341   1      1347   0    4      0.0     0.0     391388   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/bin/ModemManager /usr/bin/ModemManager
root       1342   1      1342   0    2      0.0     0.1     373872   ?        ?        Ssl      Feb13  0:00         00:00:00 /usr/bin/python3 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
